entry_z,exit_z,drift_limit,adverse_z_stop,max_hold_bars,require_turn,total_profit_units,num_trades,win_rate,avg_profit_units,max_drawdown_units,short_trade_profit,long_trade_profit,robust_score
2.4,0.3,None,1.1,180,False,3218.1029274999983,102,0.6764705882352942,31.550028700980373,1104.5395025000007,2439.0927724999965,779.0101550000018,2389.6983006249975
2.6,0.3,None,None,180,False,3107.6934225000023,74,0.7432432432432432,41.99585706081084,964.1567775000003,2254.376544999999,853.3168775000031,2384.575839375002
2.6,0.3,None,1.1,180,False,3141.921792500002,78,0.7307692307692307,40.2810486217949,1009.85844,2289.983519999999,851.9382725000032,2384.527962500002
2.0,0.5,1.0,0.5,None,True,2908.3729324999977,114,0.5789473684210527,25.512043267543838,701.8418875000025,2030.8360699999994,877.5368624999983,2381.991516874996
2.0,0.3,None,0.5,80,True,3081.473582499998,182,0.5054945054945055,16.93117353021977,934.411855000003,3268.200109999995,-186.72652749999725,2380.6646912499955
2.2,0.4,None,0.5,None,True,3311.129345000004,122,0.5901639344262295,27.14040446721315,1241.1260224999996,2664.5740874999983,646.5552575000056,2380.2848281250044
2.0,0.5,None,1.1,120,True,3207.8710175000024,132,0.6515151515151515,24.302053162878806,1106.0209625000007,3039.698122500001,168.17289500000152,2378.355295625002
2.6,0.3,None,0.8,180,False,3141.6255149999997,88,0.6590909090909091,35.700289943181815,1035.4201675000004,2257.1851824999985,884.4403325000012,2365.0603893749994
2.0,0.6,None,None,None,True,3357.3541750000013,112,0.7053571428571429,29.97637656250001,1330.5663550000027,2901.327467500001,456.02670750000016,2359.4294087499993
2.2,0.4,None,1.1,180,False,3098.924215,129,0.6666666666666666,24.022668333333332,989.1607525000018,2588.868739999998,510.05547500000193,2357.0536506249987
2.0,0.4,None,None,80,True,3042.096602499998,140,0.5928571428571429,21.729261446428556,924.7637525000027,2823.701952499996,218.394650000002,2348.523788124996
